Prefix,Destination Name,Rate(USD)
35538650,Albania Amc Fixed,0.1565
35538680,Albania Amc Fixed,0.1565
35538693,Albania Amc Fixed,0.1565
35538725,Albania Amc Fixed,0.1565
35538790,Albania Amc Fixed,0.1565
35538850,Albania Amc Fixed,0.1565
35538923,Albania Amc Fixed,0.1565
35538940,Albania Amc Fixed,0.1565
35538980,Albania Amc Fixed,0.1565
35539150,Albania Amc Fixed,0.1565
35539151,Albania Amc Fixed,0.1565
35539240,Albania Amc Fixed,0.1565
35539241,Albania Amc Fixed,0.1565
35539360,Albania Amc Fixed,0.1565
35539361,Albania Amc Fixed,0.1565
35539450,Albania Amc Fixed,0.1565
35539560,Albania Amc Fixed,0.1565
35539640,Albania Amc Fixed,0.1565
35539690,Albania Amc Fixed,0.1565
35539740,Albania Amc Fixed,0.1565
35539790,Albania Amc Fixed,0.1565
35539823,Albania Amc Fixed,0.1565
35539850,Albania Amc Fixed,0.1565
35539880,Albania Amc Fixed,0.1565
3554630,Albania Amc Fixed,0.1565
3554631,Albania Amc Fixed,0.1565
3554632,Albania Amc Fixed,0.1565
3554633,Albania Amc Fixed,0.1565
35547210,Albania Amc Fixed,0.1565
35547425,Albania Amc Fixed,0.1565
35547550,Albania Amc Fixed,0.1565
35547700,Albania Amc Fixed,0.1565
35547870,Albania Amc Fixed,0.1565
35547950,Albania Amc Fixed,0.1565
35548270,Albania Amc Fixed,0.1565
35548271,Albania Amc Fixed,0.1565
35548272,Albania Amc Fixed,0.1565
35548570,Albania Amc Fixed,0.1565
35548660,Albania Amc Fixed,0.1565
35548750,Albania Amc Fixed,0.1565
35548855,Albania Amc Fixed,0.1565
35548935,Albania Amc Fixed,0.1565
35548936,Albania Amc Fixed,0.1565
35549250,Albania Amc Fixed,0.1565
35549440,Albania Amc Fixed,0.1565
35549560,Albania Amc Fixed,0.1565
35549730,Albania Amc Fixed,0.1565
35549830,Albania Amc Fixed,0.1565
35549930,Albania Amc Fixed,0.1565
3555114,Albania Amc Fixed,0.1565
35551240,Albania Amc Fixed,0.1565
35551241,Albania Amc Fixed,0.1565
35551360,Albania Amc Fixed,0.1565
35551361,Albania Amc Fixed,0.1565
35551460,Albania Amc Fixed,0.1565
35551461,Albania Amc Fixed,0.1565
3555263,Albania Amc Fixed,0.1565
3555264,Albania Amc Fixed,0.1565
3555370,Albania Amc Fixed,0.1565
3555490,Albania Amc Fixed,0.1565
3555491,Albania Amc Fixed,0.1565
3555540,Albania Amc Fixed,0.1565
35556150,Albania Amc Fixed,0.1565
35556240,Albania Amc Fixed,0.1565
35556293,Albania Amc Fixed,0.1565
35556340,Albania Amc Fixed,0.1565
35556445,Albania Amc Fixed,0.1565
35556465,Albania Amc Fixed,0.1565
35556550,Albania Amc Fixed,0.1565
35556583,Albania Amc Fixed,0.1565
35557043,Albania Amc Fixed,0.1565
35557070,Albania Amc Fixed,0.1565
35557094,Albania Amc Fixed,0.1565
35557180,Albania Amc Fixed,0.1565
35557260,Albania Amc Fixed,0.1565
35557390,Albania Amc Fixed,0.1565
35557463,Albania Amc Fixed,0.1565
35557464,Albania Amc Fixed,0.1565
35557543,Albania Amc Fixed,0.1565
35557544,Albania Amc Fixed,0.1565
35557584,Albania Amc Fixed,0.1565
35557643,Albania Amc Fixed,0.1565
35557644,Albania Amc Fixed,0.1565
35557683,Albania Amc Fixed,0.1565
35557770,Albania Amc Fixed,0.1565
35557771,Albania Amc Fixed,0.1565
35557843,Albania Amc Fixed,0.1565
35557865,Albania Amc Fixed,0.1565
35557943,Albania Amc Fixed,0.1565
35557963,Albania Amc Fixed,0.1565
35557993,Albania Amc Fixed,0.1565
35558023,Albania Amc Fixed,0.1565
35558073,Albania Amc Fixed,0.1565
35558150,Albania Amc Fixed,0.1565
35558151,Albania Amc Fixed,0.1565
35558250,Albania Amc Fixed,0.1565
35558323,Albania Amc Fixed,0.1565
35558373,Albania Amc Fixed,0.1565
35558424,Albania Amc Fixed,0.1565
35558460,Albania Amc Fixed,0.1565
35558484,Albania Amc Fixed,0.1565
35558494,Albania Amc Fixed,0.1565
35558540,Albania Amc Fixed,0.1565
35558564,Albania Amc Fixed,0.1565
35558580,Albania Amc Fixed,0.1565
35558594,Albania Amc Fixed,0.1565
35558624,Albania Amc Fixed,0.1565
35558670,Albania Amc Fixed,0.1565
35558693,Albania Amc Fixed,0.1565
35558724,Albania Amc Fixed,0.1565
35558764,Albania Amc Fixed,0.1565
35558790,Albania Amc Fixed,0.1565
35558824,Albania Amc Fixed,0.1565
35558842,Albania Amc Fixed,0.1565
35558852,Albania Amc Fixed,0.1565
35558882,Albania Amc Fixed,0.1565
35558924,Albania Amc Fixed,0.1565
35558953,Albania Amc Fixed,0.1565
35558983,Albania Amc Fixed,0.1565
35559150,Albania Amc Fixed,0.1565
35559240,Albania Amc Fixed,0.1565
35559324,Albania Amc Fixed,0.1565
35559360,Albania Amc Fixed,0.1565
35559394,Albania Amc Fixed,0.1565
35559424,Albania Amc Fixed,0.1565
35559462,Albania Amc Fixed,0.1565
35559492,Albania Amc Fixed,0.1565
35559540,Albania Amc Fixed,0.1565
35559572,Albania Amc Fixed,0.1565
35559622,Albania Amc Fixed,0.1565
35559664,Albania Amc Fixed,0.1565
35559674,Albania Amc Fixed,0.1565
35559684,Albania Amc Fixed,0.1565
35559694,Albania Amc Fixed,0.1565
35559722,Albania Amc Fixed,0.1565
35559754,Albania Amc Fixed,0.1565
35559770,Albania Amc Fixed,0.1565
35559794,Albania Amc Fixed,0.1565
35572780,Albania Amc Fixed,0.1565
35581140,Albania Amc Fixed,0.1565
35581141,Albania Amc Fixed,0.1565
35581240,Albania Amc Fixed,0.1565
35581241,Albania Amc Fixed,0.1565
35581340,Albania Amc Fixed,0.1565
35581341,Albania Amc Fixed,0.1565
35581450,Albania Amc Fixed,0.1565
35581451,Albania Amc Fixed,0.1565
35581540,Albania Amc Fixed,0.1565
3558290,Albania Amc Fixed,0.1565
3558291,Albania Amc Fixed,0.1565
3558340,Albania Amc Fixed,0.1565
3558460,Albania Amc Fixed,0.1565
3558550,Albania Amc Fixed,0.1565
35586022,Albania Amc Fixed,0.1565
35586070,Albania Amc Fixed,0.1565
35586082,Albania Amc Fixed,0.1565
35586150,Albania Amc Fixed,0.1565
35586260,Albania Amc Fixed,0.1565
35586344,Albania Amc Fixed,0.1565
35586372,Albania Amc Fixed,0.1565
35586424,Albania Amc Fixed,0.1565
35586462,Albania Amc Fixed,0.1565
35586472,Albania Amc Fixed,0.1565
35586494,Albania Amc Fixed,0.1565
35586524,Albania Amc Fixed,0.1565
35586572,Albania Amc Fixed,0.1565
35586582,Albania Amc Fixed,0.1565
35586622,Albania Amc Fixed,0.1565
35586672,Albania Amc Fixed,0.1565
35586750,Albania Amc Fixed,0.1565
35586796,Albania Amc Fixed,0.1565
35586850,Albania Amc Fixed,0.1565
35586892,Albania Amc Fixed,0.1565
35586922,Albania Amc Fixed,0.1565
35586972,Albania Amc Fixed,0.1565
35587150,Albania Amc Fixed,0.1565
35587151,Albania Amc Fixed,0.1565
35587174,Albania Amc Fixed,0.1565
35587184,Albania Amc Fixed,0.1565
35587194,Albania Amc Fixed,0.1565
35587224,Albania Amc Fixed,0.1565
35587270,Albania Amc Fixed,0.1565
35587294,Albania Amc Fixed,0.1565
35587322,Albania Amc Fixed,0.1565
35587392,Albania Amc Fixed,0.1565
35587442,Albania Amc Fixed,0.1565
35587482,Albania Amc Fixed,0.1565
35587540,Albania Amc Fixed,0.1565
35587622,Albania Amc Fixed,0.1565
35587652,Albania Amc Fixed,0.1565
35587672,Albania Amc Fixed,0.1565
35587692,Albania Amc Fixed,0.1565
35587722,Albania Amc Fixed,0.1565
35587760,Albania Amc Fixed,0.1565
35587790,Albania Amc Fixed,0.1565
35588140,Albania Amc Fixed,0.1565
35588194,Albania Amc Fixed,0.1565
35588222,Albania Amc Fixed,0.1565
35588262,Albania Amc Fixed,0.1565
35588274,Albania Amc Fixed,0.1565
35588294,Albania Amc Fixed,0.1565
35588324,Albania Amc Fixed,0.1565
35588364,Albania Amc Fixed,0.1565
35588372,Albania Amc Fixed,0.1565
35588392,Albania Amc Fixed,0.1565
35588440,Albania Amc Fixed,0.1565
35588480,Albania Amc Fixed,0.1565
35588540,Albania Amc Fixed,0.1565
35588590,Albania Amc Fixed,0.1565
35588640,Albania Amc Fixed,0.1565
35588682,Albania Amc Fixed,0.1565
35588692,Albania Amc Fixed,0.1565
35588722,Albania Amc Fixed,0.1565
35588750,Albania Amc Fixed,0.1565
35588770,Albania Amc Fixed,0.1565
35588790,Albania Amc Fixed,0.1565
35589140,Albania Amc Fixed,0.1565
35589164,Albania Amc Fixed,0.1565
35589192,Albania Amc Fixed,0.1565
35589224,Albania Amc Fixed,0.1565
35589280,Albania Amc Fixed,0.1565
35589324,Albania Amc Fixed,0.1565
35589422,Albania Amc Fixed,0.1565
35589480,Albania Amc Fixed,0.1565
35589524,Albania Amc Fixed,0.1565
35589562,Albania Amc Fixed,0.1565
35589590,Albania Amc Fixed,0.1565
35568,Albania Amc Mobile,0.2759
35567,Albania Eagle Mobile,0.2801
3554249,Albania Olo,1.074
3554250,Albania Olo,1.074
3554251,Albania Olo,1.074
3554252,Albania Olo,1.074
355,Albania Other,0.1024
35566,Albania Plus Mobile,0.352
355422,Albania Tirana,0.1024
355423,Albania Tirana,0.1024
355424,Albania Tirana,0.1024
35569,Albania Vodafone Mobile,0.2709
2136,Algeria Mpta Mobile,0.2032
2137,Algeria Orascom Mobile,0.2683
21396,Algeria Orascom Mobile,0.2683
213,Algeria Other,0.0523
2135,Algeria Wataniya Mobile,0.3619
16842,American Samoa Mobile,0.0424
168473,American Samoa Mobile,0.0424
1684,American Samoa Other,0.0424
3763,Andorra Mobile,0.1419
3764,Andorra Mobile,0.1419
3766,Andorra Mobile,0.1419
376,Andorra Other,0.02
24491,Angola Movicel Mobile,0.0561
24499,Angola Movicel Mobile,0.0561
244,Angola Other,0.0574
24492,Angola Unitel Mobile,0.0574
24493,Angola Unitel Mobile,0.0574
24494,Angola Unitel Mobile,0.0574
1264581,Anguilla Digicel Mobile,0.1914
1264582,Anguilla Digicel Mobile,0.1914
1264583,Anguilla Digicel Mobile,0.1914
1264584,Anguilla Digicel Mobile,0.1914
1264536,Anguilla Mobile,0.1882
1264537,Anguilla Mobile,0.1882
1264538,Anguilla Mobile,0.1882
1264539,Anguilla Mobile,0.1882
1264543,Anguilla Mobile,0.1882
1264235,Anguilla Mobile,0.1882
1264469,Anguilla Mobile,0.1882
1264476,Anguilla Mobile,0.1882
1264729,Anguilla Mobile,0.1882
1264772,Anguilla Mobile,0.1882
1264,Anguilla Other,0.0856
6721,Antarctica All Country,0.9762
1268464,Antigua & Barbuda Mobile,0.1886
1268716,Antigua & Barbuda Mobile,0.1886
1268717,Antigua & Barbuda Mobile,0.1886
1268718,Antigua & Barbuda Mobile,0.1886
1268719,Antigua & Barbuda Mobile,0.1886
126872,Antigua & Barbuda Mobile,0.1886
1268732,Antigua & Barbuda Mobile,0.1886
1268734,Antigua & Barbuda Mobile,0.1886
1268736,Antigua & Barbuda Mobile,0.1886
1268764,Antigua & Barbuda Mobile,0.1886
126877,Antigua & Barbuda Mobile,0.1886
1268780,Antigua & Barbuda Mobile,0.1886
1268781,Antigua & Barbuda Mobile,0.1886
1268782,Antigua & Barbuda Mobile,0.1886
1268783,Antigua & Barbuda Mobile,0.1886
1268784,Antigua & Barbuda Mobile,0.1886
1268785,Antigua & Barbuda Mobile,0.1886
1268786,Antigua & Barbuda Mobile,0.1886
1268788,Antigua & Barbuda Mobile,0.1886
1268789,Antigua & Barbuda Mobile,0.1886
1268,Antigua & Barbuda Other,0.1176
5411,Argentina Buenos Aires,0.0059
54221,Argentina Central,0.009
54223,Argentina Central,0.009
54230,Argentina Central,0.009
54236,Argentina Central,0.009
54237,Argentina Central,0.009
54249,Argentina Central,0.009
54261,Argentina Central,0.009
54264,Argentina Central,0.009
54291,Argentina Central,0.009
54299,Argentina Central,0.009
54332,Argentina Central,0.009
54336,Argentina Central,0.009
54341,Argentina Central,0.009
54342,Argentina Central,0.009
54343,Argentina Central,0.009
543462,Argentina Central,0.009
543464,Argentina Central,0.009
543476,Argentina Central,0.009
54348,Argentina Central,0.009
54351,Argentina Central,0.009
54353,Argentina Central,0.009
543541,Argentina Central,0.009
543543,Argentina Central,0.009
543571,Argentina Central,0.009
54358,Argentina Central,0.009
54362,Argentina Central,0.009
543784,Argentina Central,0.009
54379,Argentina Central,0.009
549,Argentina Mobile,0.0868
54,Argentina Other,0.0205
37491,Armenia Armentel Mobile,0.1575
37496,Armenia Armentel Mobile,0.1575
37499,Armenia Armentel Mobile,0.1575
37447,Armenia Karabakh,0.1013
37497,Armenia Karabakh Mobile,0.1287
37460,Armenia Non Geographical,0.1239
37455,Armenia Orange Mobile,0.156
37495,Armenia Orange Mobile,0.156
374,Armenia Other,0.0859
37477,Armenia Viva Cell Mobile,0.1503
37493,Armenia Viva Cell Mobile,0.1503
37494,Armenia Viva Cell Mobile,0.1503
37498,Armenia Viva Cell Mobile,0.1503
37410,Armenia Yerevan,0.0859
29763,Aruba Digicel Mobile,0.1784
29764,Aruba Digicel Mobile,0.1784
29773,Aruba Digicel Mobile,0.1784
29774,Aruba Digicel Mobile,0.1784
29756,Aruba Mobile,0.1717
29759,Aruba Mobile,0.1717
297600,Aruba Mobile,0.1717
297622,Aruba Mobile,0.1717
29766,Aruba Mobile,0.1717
29769,Aruba Mobile,0.1717
29799,Aruba Mobile,0.1717
297,Aruba Other,0.0762
247,Ascension Island All Country,1.2673
61261,Australia Metro Cities,0.0135
61262,Australia Metro Cities,0.0135
6127,Australia Metro Cities,0.0135
6128,Australia Metro Cities,0.0135
6129,Australia Metro Cities,0.0135
6138,Australia Metro Cities,0.0135
6139,Australia Metro Cities,0.0135
6173,Australia Metro Cities,0.0135
61860,Australia Metro Cities,0.0135
61861,Australia Metro Cities,0.0135
61862,Australia Metro Cities,0.0135
61863,Australia Metro Cities,0.0135
61864,Australia Metro Cities,0.0135
61865,Australia Metro Cities,0.0135
61870,Australia Metro Cities,0.0135
61871,Australia Metro Cities,0.0135
61872,Australia Metro Cities,0.0135
61873,Australia Metro Cities,0.0135
61874,Australia Metro Cities,0.0135
61881,Australia Metro Cities,0.0135
61882,Australia Metro Cities,0.0135
61883,Australia Metro Cities,0.0135
61884,Australia Metro Cities,0.0135
61892,Australia Metro Cities,0.0135
61893,Australia Metro Cities,0.0135
61894,Australia Metro Cities,0.0135
6114,Australia Mobile,0.0551
6116,Australia Mobile,0.0551
614,Australia Mobile,0.0551
6114515,Australia Optus Mobile,0.057
6114518,Australia Optus Mobile,0.057
6114525,Australia Optus Mobile,0.057
6114528,Australia Optus Mobile,0.057
6114535,Australia Optus Mobile,0.057
6114538,Australia Optus Mobile,0.057
61401,Australia Optus Mobile,0.057
61402,Australia Optus Mobile,0.057
61403,Australia Optus Mobile,0.057
61411,Australia Optus Mobile,0.057
61412,Australia Optus Mobile,0.057
61413,Australia Optus Mobile,0.057
61421,Australia Optus Mobile,0.057
61422,Australia Optus Mobile,0.057
61423,Australia Optus Mobile,0.057
61431,Australia Optus Mobile,0.057
61432,Australia Optus Mobile,0.057
61434,Australia Optus Mobile,0.057
61435,Australia Optus Mobile,0.057
61466,Australia Optus Mobile,0.057
614683,Australia Optus Mobile,0.057
614684,Australia Optus Mobile,0.057
614685,Australia Optus Mobile,0.057
614686,Australia Optus Mobile,0.057
614687,Australia Optus Mobile,0.057
614688,Australia Optus Mobile,0.057
614689,Australia Optus Mobile,0.057
61478,Australia Optus Mobile,0.057
614790,Australia Optus Mobile,0.057
614791,Australia Optus Mobile,0.057
61481,Australia Optus Mobile,0.057
61482,Australia Optus Mobile,0.057
61,Australia Other,0.0135
6113,Australia Special Services,0.0229
61400,Australia Telstra Mobile,0.0548
61407,Australia Telstra Mobile,0.0548
61408,Australia Telstra Mobile,0.0548
61409,Australia Telstra Mobile,0.0548
61417,Australia Telstra Mobile,0.0548
61418,Australia Telstra Mobile,0.0548
61419,Australia Telstra Mobile,0.0548
61427,Australia Telstra Mobile,0.0548
61428,Australia Telstra Mobile,0.0548
61429,Australia Telstra Mobile,0.0548
61437,Australia Telstra Mobile,0.0548
61438,Australia Telstra Mobile,0.0548
61439,Australia Telstra Mobile,0.0548
614444,Australia Telstra Mobile,0.0548
61447,Australia Telstra Mobile,0.0548
61448,Australia Telstra Mobile,0.0548
61455,Australia Telstra Mobile,0.0548
61456,Australia Telstra Mobile,0.0548
61457,Australia Telstra Mobile,0.0548
61458,Australia Telstra Mobile,0.0548
61459,Australia Telstra Mobile,0.0548
61467,Australia Telstra Mobile,0.0548
61477,Australia Telstra Mobile,0.0548
61487,Australia Telstra Mobile,0.0548
614880,Australia Telstra Mobile,0.0548
614881,Australia Telstra Mobile,0.0548
614882,Australia Telstra Mobile,0.0548
614883,Australia Telstra Mobile,0.0548
614884,Australia Telstra Mobile,0.0548
614885,Australia Telstra Mobile,0.0548
614886,Australia Telstra Mobile,0.0548
614887,Australia Telstra Mobile,0.0548
614889,Australia Telstra Mobile,0.0548
61490,Australia Telstra Mobile,0.0548
61497,Australia Telstra Mobile,0.0548
61498,Australia Telstra Mobile,0.0548
61499,Australia Telstra Mobile,0.0548
672,Australia Territories All Country,1.0486
61404,Australia Vodafone Mobile,0.0548
61405,Australia Vodafone Mobile,0.0548
61406,Australia Vodafone Mobile,0.0548
61410,Australia Vodafone Mobile,0.0548
61414,Australia Vodafone Mobile,0.0548
61415,Australia Vodafone Mobile,0.0548
61416,Australia Vodafone Mobile,0.0548
61420,Australia Vodafone Mobile,0.0548
61424,Australia Vodafone Mobile,0.0548
61426,Australia Vodafone Mobile,0.0548
61449,Australia Vodafone Mobile,0.0548
61450,Australia Vodafone Mobile,0.0548
61451,Australia Vodafone Mobile,0.0548
61452,Australia Vodafone Mobile,0.0548
43501,Austria Corporate,0.0092
43502,Austria Corporate,0.0092
43503,Austria Corporate,0.0092
43504,Austria Corporate,0.0092
43505,Austria Corporate,0.0092
43506,Austria Corporate,0.0092
43507,Austria Corporate,0.0092
43508,Austria Corporate,0.0092
43509,Austria Corporate,0.0092
43517,Austria Corporate,0.0092
4357,Austria Corporate,0.0092
4359,Austria Corporate,0.0092
43660,Austria H3g Mobile,0.0204
4367833,Austria H3g Mobile,0.0204
4367890,Austria H3g Mobile,0.0204
4367891,Austria H3g Mobile,0.0204
43711,Austria Mobile,0.2519
43730,Austria Mobile,0.2519
43740,Austria Mobile,0.2519
43810,Austria Mobile,0.2519
43820,Austria Mobile,0.2519
43664,Austria Mobilkom Mobile,0.0204
43680,Austria Mobilkom Mobile,0.0204
4368184,Austria Mobilkom Mobile,0.0204
43688,Austria Mobilkom Mobile,0.0204
4369988,Austria Mobilkom Mobile,0.0204
4369989,Austria Mobilkom Mobile,0.0204
43681,Austria Orange Mobile,0.0204
43699,Austria Orange Mobile,0.0204
43,Austria Other,0.0089
43650,Austria T-Mobile Mobile,0.0204
43676,Austria T-Mobile Mobile,0.0204
431,Austria Vienna,0.0089
99455,Azerbaijan Bakcell Mobile,0.2652
99412,Azerbaijan Baku,0.1733
99440,Azerbaijan Catel Mobile,0.257
99444,Azerbaijan Mobile,0.2652
99450,Azerbaijan Mobile,0.2652
99451,Azerbaijan Mobile,0.2652
99460,Azerbaijan Mobile,0.2652
99470,Azerbaijan Mobile,0.2652
99477,Azerbaijan Mobile,0.2652
994,Azerbaijan Other,0.1733
1242357,Bahamas Mobile,0.1478
1242359,Bahamas Mobile,0.1478
1242375,Bahamas Mobile,0.1478
1242376,Bahamas Mobile,0.1478
1242395,Bahamas Mobile,0.1478
1242421,Bahamas Mobile,0.1478
1242422,Bahamas Mobile,0.1478
1242423,Bahamas Mobile,0.1478
1242424,Bahamas Mobile,0.1478
1242425,Bahamas Mobile,0.1478
1242426,Bahamas Mobile,0.1478
1242427,Bahamas Mobile,0.1478
1242428,Bahamas Mobile,0.1478
1242429,Bahamas Mobile,0.1478
