Code,Location,Silver
35528680,Albania AMC,0.1521
35528763,Albania AMC,0.1521
35528790,Albania AMC,0.1521
35528823,Albania AMC,0.1521
35528850,Albania AMC,0.1521
35528870,Albania AMC,0.1521
35528890,Albania AMC,0.1521
35528950,Albania AMC,0.1521
35528970,Albania AMC,0.1521
35528990,Albania AMC,0.1521
35529140,Albania AMC,0.1521
35529190,Albania AMC,0.1521
35529240,Albania AMC,0.1521
35529280,Albania AMC,0.1521
35529340,Albania AMC,0.1521
35529370,Albania AMC,0.1521
35529390,Albania AMC,0.1521
35529423,Albania AMC,0.1521
35529460,Albania AMC,0.1521
35529490,Albania AMC,0.1521
35529523,Albania AMC,0.1521
35529550,Albania AMC,0.1521
35529570,Albania AMC,0.1521
35529590,Albania AMC,0.1521
35529623,Albania AMC,0.1521
35529650,Albania AMC,0.1521
35529680,Albania AMC,0.1521
35529723,Albania AMC,0.1521
35529750,Albania AMC,0.1521
35529763,Albania AMC,0.1521
35529780,Albania AMC,0.1521
35531150,Albania AMC,0.1521
35531151,Albania AMC,0.1521
35531250,Albania AMC,0.1521
35531350,Albania AMC,0.1521
35531351,Albania AMC,0.1521
3553270,Albania AMC,0.1521
3553350,Albania AMC,0.1521
3553351,Albania AMC,0.1521
3553490,Albania AMC,0.1521
3553491,Albania AMC,0.1521
3553560,Albania AMC,0.1521
35536023,Albania AMC,0.1521
35536043,Albania AMC,0.1521
35536063,Albania AMC,0.1521
35536073,Albania AMC,0.1521
35536090,Albania AMC,0.1521
35536150,Albania AMC,0.1521
35536240,Albania AMC,0.1521
35536290,Albania AMC,0.1521
35536340,Albania AMC,0.1521
35536380,Albania AMC,0.1521
35536440,Albania AMC,0.1521
35536480,Albania AMC,0.1521
35536540,Albania AMC,0.1521
35536580,Albania AMC,0.1521
35536640,Albania AMC,0.1521
35536670,Albania AMC,0.1521
35536740,Albania AMC,0.1521
35536770,Albania AMC,0.1521
35536840,Albania AMC,0.1521
35536890,Albania AMC,0.1521
35536923,Albania AMC,0.1521
35536993,Albania AMC,0.1521
35537140,Albania AMC,0.1521
35537141,Albania AMC,0.1521
35537223,Albania AMC,0.1521
35537263,Albania AMC,0.1521
35537283,Albania AMC,0.1521
35537293,Albania AMC,0.1521
35537340,Albania AMC,0.1521
35537370,Albania AMC,0.1521
35537393,Albania AMC,0.1521
35537450,Albania AMC,0.1521
35537490,Albania AMC,0.1521
35537494,Albania AMC,0.1521
35537523,Albania AMC,0.1521
35537563,Albania AMC,0.1521
35537590,Albania AMC,0.1521
35537623,Albania AMC,0.1521
35537680,Albania AMC,0.1521
35537740,Albania AMC,0.1521
35537773,Albania AMC,0.1521
35537790,Albania AMC,0.1521
35537823,Albania AMC,0.1521
35537843,Albania AMC,0.1521
35537853,Albania AMC,0.1521
35537870,Albania AMC,0.1521
35537890,Albania AMC,0.1521
35538150,Albania AMC,0.1521
35538151,Albania AMC,0.1521
35538152,Albania AMC,0.1521
35538240,Albania AMC,0.1521
35538241,Albania AMC,0.1521
35538350,Albania AMC,0.1521
35538423,Albania AMC,0.1521
35538470,Albania AMC,0.1521
35538523,Albania AMC,0.1521
35538593,Albania AMC,0.1521
35538623,Albania AMC,0.1521
35538650,Albania AMC,0.1521
35538680,Albania AMC,0.1521
35538693,Albania AMC,0.1521
35538725,Albania AMC,0.1521
35538790,Albania AMC,0.1521
35538850,Albania AMC,0.1521
35538923,Albania AMC,0.1521
35538940,Albania AMC,0.1521
35538980,Albania AMC,0.1521
35539150,Albania AMC,0.1521
35539151,Albania AMC,0.1521
35539240,Albania AMC,0.1521
35539241,Albania AMC,0.1521
35539360,Albania AMC,0.1521
35539361,Albania AMC,0.1521
35539450,Albania AMC,0.1521
35539560,Albania AMC,0.1521
35539640,Albania AMC,0.1521
35539690,Albania AMC,0.1521
35539740,Albania AMC,0.1521
35539790,Albania AMC,0.1521
35539823,Albania AMC,0.1521
35539850,Albania AMC,0.1521
35539880,Albania AMC,0.1521
3554630,Albania AMC,0.1521
3554631,Albania AMC,0.1521
3554632,Albania AMC,0.1521
3554633,Albania AMC,0.1521
35547210,Albania AMC,0.1521
35547425,Albania AMC,0.1521
35547550,Albania AMC,0.1521
35547700,Albania AMC,0.1521
35547870,Albania AMC,0.1521
35547950,Albania AMC,0.1521
35548270,Albania AMC,0.1521
35548271,Albania AMC,0.1521
35548272,Albania AMC,0.1521
35548570,Albania AMC,0.1521
35548660,Albania AMC,0.1521
35548750,Albania AMC,0.1521
35548855,Albania AMC,0.1521
35548935,Albania AMC,0.1521
35548936,Albania AMC,0.1521
35549250,Albania AMC,0.1521
35549440,Albania AMC,0.1521
35549560,Albania AMC,0.1521
35549730,Albania AMC,0.1521
35549830,Albania AMC,0.1521
35549930,Albania AMC,0.1521
3555114,Albania AMC,0.1521
35551240,Albania AMC,0.1521
35551241,Albania AMC,0.1521
35551360,Albania AMC,0.1521
35551361,Albania AMC,0.1521
35551460,Albania AMC,0.1521
35551461,Albania AMC,0.1521
3555263,Albania AMC,0.1521
3555264,Albania AMC,0.1521
3555370,Albania AMC,0.1521
3555490,Albania AMC,0.1521
3555491,Albania AMC,0.1521
3555540,Albania AMC,0.1521
35556150,Albania AMC,0.1521
35556240,Albania AMC,0.1521
35556293,Albania AMC,0.1521
35556340,Albania AMC,0.1521
35556445,Albania AMC,0.1521
35556465,Albania AMC,0.1521
35556550,Albania AMC,0.1521
35556583,Albania AMC,0.1521
35557043,Albania AMC,0.1521
35557070,Albania AMC,0.1521
35557094,Albania AMC,0.1521
35557180,Albania AMC,0.1521
35557260,Albania AMC,0.1521
35557390,Albania AMC,0.1521
35557463,Albania AMC,0.1521
35557464,Albania AMC,0.1521
35557543,Albania AMC,0.1521
35557544,Albania AMC,0.1521
35557584,Albania AMC,0.1521
35557643,Albania AMC,0.1521
35557644,Albania AMC,0.1521
35557683,Albania AMC,0.1521
35557770,Albania AMC,0.1521
35557771,Albania AMC,0.1521
35557843,Albania AMC,0.1521
35557865,Albania AMC,0.1521
35557943,Albania AMC,0.1521
35557963,Albania AMC,0.1521
35557993,Albania AMC,0.1521
35558023,Albania AMC,0.1521
35558073,Albania AMC,0.1521
35558150,Albania AMC,0.1521
35558151,Albania AMC,0.1521
35558250,Albania AMC,0.1521
35558323,Albania AMC,0.1521
35558373,Albania AMC,0.1521
35558424,Albania AMC,0.1521
35558460,Albania AMC,0.1521
35558484,Albania AMC,0.1521
35558494,Albania AMC,0.1521
35558540,Albania AMC,0.1521
35558564,Albania AMC,0.1521
35558580,Albania AMC,0.1521
35558594,Albania AMC,0.1521
35558624,Albania AMC,0.1521
35558670,Albania AMC,0.1521
35558693,Albania AMC,0.1521
35558724,Albania AMC,0.1521
35558764,Albania AMC,0.1521
35558790,Albania AMC,0.1521
35558824,Albania AMC,0.1521
35558842,Albania AMC,0.1521
35558852,Albania AMC,0.1521
35558882,Albania AMC,0.1521
35558924,Albania AMC,0.1521
35558953,Albania AMC,0.1521
35558983,Albania AMC,0.1521
35559150,Albania AMC,0.1521
35559240,Albania AMC,0.1521
35559324,Albania AMC,0.1521
35559360,Albania AMC,0.1521
35559394,Albania AMC,0.1521
35559424,Albania AMC,0.1521
35559462,Albania AMC,0.1521
35559492,Albania AMC,0.1521
35559540,Albania AMC,0.1521
35559572,Albania AMC,0.1521
35559622,Albania AMC,0.1521
35559664,Albania AMC,0.1521
35559674,Albania AMC,0.1521
35559684,Albania AMC,0.1521
35559694,Albania AMC,0.1521
35559722,Albania AMC,0.1521
35559754,Albania AMC,0.1521
35559770,Albania AMC,0.1521
35559794,Albania AMC,0.1521
35572780,Albania AMC,0.1521
35581140,Albania AMC,0.1521
35581141,Albania AMC,0.1521
35581240,Albania AMC,0.1521
35581241,Albania AMC,0.1521
35581340,Albania AMC,0.1521
35581341,Albania AMC,0.1521
35581450,Albania AMC,0.1521
35581451,Albania AMC,0.1521
35581540,Albania AMC,0.1521
3558290,Albania AMC,0.1521
3558291,Albania AMC,0.1521
3558340,Albania AMC,0.1521
3558460,Albania AMC,0.1521
3558550,Albania AMC,0.1521
35586022,Albania AMC,0.1521
35586070,Albania AMC,0.1521
35586082,Albania AMC,0.1521
35586150,Albania AMC,0.1521
35586260,Albania AMC,0.1521
35586344,Albania AMC,0.1521
35586372,Albania AMC,0.1521
35586424,Albania AMC,0.1521
35586462,Albania AMC,0.1521
35586472,Albania AMC,0.1521
35586494,Albania AMC,0.1521
35586524,Albania AMC,0.1521
35586572,Albania AMC,0.1521
35586582,Albania AMC,0.1521
35586622,Albania AMC,0.1521
35586672,Albania AMC,0.1521
35586750,Albania AMC,0.1521
35586796,Albania AMC,0.1521
35586850,Albania AMC,0.1521
35586892,Albania AMC,0.1521
35586922,Albania AMC,0.1521
35586972,Albania AMC,0.1521
35587150,Albania AMC,0.1521
35587151,Albania AMC,0.1521
35587174,Albania AMC,0.1521
35587184,Albania AMC,0.1521
35587194,Albania AMC,0.1521
35587224,Albania AMC,0.1521
35587270,Albania AMC,0.1521
35587294,Albania AMC,0.1521
35587322,Albania AMC,0.1521
35587392,Albania AMC,0.1521
35587442,Albania AMC,0.1521
35587482,Albania AMC,0.1521
35587540,Albania AMC,0.1521
35587622,Albania AMC,0.1521
35587652,Albania AMC,0.1521
35587672,Albania AMC,0.1521
35587692,Albania AMC,0.1521
35587722,Albania AMC,0.1521
35587760,Albania AMC,0.1521
35587790,Albania AMC,0.1521
35588140,Albania AMC,0.1521
35588194,Albania AMC,0.1521
35588222,Albania AMC,0.1521
35588262,Albania AMC,0.1521
35588274,Albania AMC,0.1521
35588294,Albania AMC,0.1521
35588324,Albania AMC,0.1521
35588364,Albania AMC,0.1521
35588372,Albania AMC,0.1521
35588392,Albania AMC,0.1521
35588420,Albania AMC,0.1521
35588440,Albania AMC,0.1521
35588480,Albania AMC,0.1521
35588540,Albania AMC,0.1521
35588590,Albania AMC,0.1521
35588640,Albania AMC,0.1521
35588682,Albania AMC,0.1521
35588692,Albania AMC,0.1521
35588722,Albania AMC,0.1521
35588750,Albania AMC,0.1521
35588770,Albania AMC,0.1521
35588790,Albania AMC,0.1521
35589140,Albania AMC,0.1521
35589164,Albania AMC,0.1521
35589192,Albania AMC,0.1521
35589224,Albania AMC,0.1521
35589280,Albania AMC,0.1521
35589324,Albania AMC,0.1521
35589422,Albania AMC,0.1521
35589480,Albania AMC,0.1521
35589524,Albania AMC,0.1521
35589562,Albania AMC,0.1521
35589590,Albania AMC,0.1521
355422,Albania Tirana,0.1049
355423,Albania Tirana,0.1049
355424,Albania Tirana,0.1049
213,Algeria,0.042
2136,Algeria Cellular,0.15
21321,Algeria Algiers,0.0425
1684,American Samoa,0.019
684,American Samoa (old),10.5
16842,American Samoa Cellular,0.019
168473,American Samoa Cellular,0.019
376,Andorra,0.018
3763,Andorra Cellular,0.15
3764,Andorra Cellular,0.15
3765,Andorra Cellular,0.15
3766,Andorra Cellular,0.15
244,Angola,0.043
24491,Angola Cellular Movicel,0.0455
24499,Angola Cellular Movicel,0.0455
24492,Angola Cellular Unitel,0.043
24493,Angola Cellular Unitel,0.043
24494,Angola Cellular Unitel,0.043
1264,Anguilla,0.0882
1264235,Anguilla Cellular,0.1944
1264469,Anguilla Cellular,0.1944
1264476,Anguilla Cellular,0.1944
1264536,Anguilla Cellular,0.1944
1264537,Anguilla Cellular,0.1944
1264538,Anguilla Cellular,0.1944
1264539,Anguilla Cellular,0.1944
1264543,Anguilla Cellular,0.1944
126458,Anguilla Cellular,0.1944
1264729,Anguilla Cellular,0.1944
1264772,Anguilla Cellular,0.1944
1264581,Anguilla Cellular Digicel,0.1944
1264582,Anguilla Cellular Digicel,0.1944
1264583,Anguilla Cellular Digicel,0.1944
1264584,Anguilla Cellular Digicel,0.1944
1268,Antigua,0.1181
1268464,Antigua Cellular,0.1917
1268716,Antigua Cellular,0.1917
1268717,Antigua Cellular,0.1917
1268718,Antigua Cellular,0.1917
1268719,Antigua Cellular,0.1917
126872,Antigua Cellular,0.1917
1268732,Antigua Cellular,0.1917
1268734,Antigua Cellular,0.1917
1268736,Antigua Cellular,0.1917
1268764,Antigua Cellular,0.1917
126877,Antigua Cellular,0.1917
126878,Antigua Cellular,0.1917
1268720,Antigua Cellular Digicel,0.1917
1268721,Antigua Cellular Digicel,0.1917
1268722,Antigua Cellular Digicel,0.1917
1268724,Antigua Cellular Digicel,0.1917
1268725,Antigua Cellular Digicel,0.1917
1268726,Antigua Cellular Digicel,0.1917
1268783,Antigua Cellular Digicel,0.1917
1268785,Antigua Cellular Digicel,0.1917
1268788,Antigua Cellular Digicel,0.1917
54,Argentina,0.021
549,Argentina Cellular,0.073
54911,Argentina Cellular Buenos Aires,0.075
54291,Argentina Bahia Blanca,0.0088
5411,Argentina Buenos Aires,0.0064
543489,Argentina Campana,0.0095
542293,Argentina Cities,0.0101
542302,Argentina Cities,0.0101
542362,Argentina Cities,0.0101
54237,Argentina Cities,0.0101
54332,Argentina Cities,0.0101
54343,Argentina Cities,0.0101
543461,Argentina Cities,0.0101
543462,Argentina Cities,0.0101
543464,Argentina Cities,0.0101
543476,Argentina Cities,0.0101
543541,Argentina Cities,0.0101
543543,Argentina Cities,0.0101
543571,Argentina Cities,0.0101
54372,Argentina Cities,0.0101
543783,Argentina Cities,0.0101
54379,Argentina Cities,0.0101
54387400,Argentina Cities,0.0101
54387401,Argentina Cities,0.0101
5438742,Argentina Cities,0.0101
54387431,Argentina Cities,0.0101
54387432,Argentina Cities,0.0101
54387434,Argentina Cities,0.0101
54387435,Argentina Cities,0.0101
54387436,Argentina Cities,0.0101
54387437,Argentina Cities,0.0101
543874384,Argentina Cities,0.0101
543874385,Argentina Cities,0.0101
543874386,Argentina Cities,0.0101
543874387,Argentina Cities,0.0101
543874388,Argentina Cities,0.0101
54387439,Argentina Cities,0.0101
54387495,Argentina Cities,0.0101
54387497,Argentina Cities,0.0101
54351,Argentina Cordoba,0.0095
54358,Argentina Cordoba,0.0095
54230,Argentina La Pampa,0.0095
54221,Argentina La Plata,0.0095
542323,Argentina Lujan,0.0095
54223,Argentina Mar Del Plata,0.0095
54261,Argentina Mendoza,0.0095
54299,Argentina Neuquen,0.0095
54232,Argentina Pilar,0.0095
54362,Argentina Resistencia,0.0095
543722,Argentina Resistencia,0.0095
54341,Argentina Rosario,0.0095
54387,Argentina Salta,0.026
542652,Argentina San Luis,0.0095
542664,Argentina San Luis,0.0095
54342,Argentina Santa Fe,0.0095
54381,Argentina Tucuman,0.0108
54348,Argentina Zarate,0.0095
374,Armenia,0.146
3745,Armenia Cellular,-1
3747,Armenia Cellular,-1
3749,Armenia Cellular,-1
37443,Armenia Cellular Armentel,0.185
37491,Armenia Cellular Armentel,0.185
37496,Armenia Cellular Armentel,0.185
37499,Armenia Cellular Armentel,0.185
37497,Armenia Cellular Nagoni,0.118
37441,Armenia Cellular Orange,0.172
37455,Armenia Cellular Orange,0.172
37495,Armenia Cellular Orange,0.172
37449,Armenia Cellular Vivacell,0.166
37477,Armenia Cellular Vivacell,0.166
37493,Armenia Cellular Vivacell,0.166
37494,Armenia Cellular Vivacell,0.166
37498,Armenia Cellular Vivacell,0.166
37447,Armenia N Karabakh,0.0799
37411,Armenia Ucom,0.147
37410,Armenia Yerevan,0.146
297,Aruba,0.0735
29756,Aruba Cellular,0.1805
29759,Aruba Cellular,0.1805
297600,Aruba Cellular,0.1805
297622,Aruba Cellular,0.1805
29766,Aruba Cellular,0.1805
29769,Aruba Cellular,0.1805
2979,Aruba Cellular,0.1805
297630,Aruba Cellular Digicel,0.1715
297640,Aruba Cellular Digicel,0.1715
297641,Aruba Cellular Digicel,0.1715
29773,Aruba Cellular Digicel,0.1715
29774,Aruba Cellular Digicel,0.1715
61,Australia,0.0115
614,Australia Cellular,0.028
61401,Australia Cellular Optus,0.028
61402,Australia Cellular Optus,0.028
61403,Australia Cellular Optus,0.028
61411,Australia Cellular Optus,0.028
61412,Australia Cellular Optus,0.028
61413,Australia Cellular Optus,0.028
61421,Australia Cellular Optus,0.028
61422,Australia Cellular Optus,0.028
61423,Australia Cellular Optus,0.028
61431,Australia Cellular Optus,0.028
61432,Australia Cellular Optus,0.028
61434,Australia Cellular Optus,0.028
61435,Australia Cellular Optus,0.028
61466,Australia Cellular Optus,0.028
614683,Australia Cellular Optus,0.028
614684,Australia Cellular Optus,0.028
614685,Australia Cellular Optus,0.028
614686,Australia Cellular Optus,0.028
614687,Australia Cellular Optus,0.028
614688,Australia Cellular Optus,0.028
614689,Australia Cellular Optus,0.028
61478,Australia Cellular Optus,0.028
614790,Australia Cellular Optus,0.028
614791,Australia Cellular Optus,0.028
61481,Australia Cellular Optus,0.028
61482,Australia Cellular Optus,0.028
611,Australia Cellular Satellite,0.02
6187,Australia Adelaide,0.0106
61881,Australia Adelaide,0.0106
61882,Australia Adelaide,0.0106
61883,Australia Adelaide,0.0106
61884,Australia Adelaide,0.0106
6173,Australia Brisbane,0.01
61261,Australia Canberra,0.01
61262,Australia Canberra,0.01
6138,Australia Melbourne,0.011
6139,Australia Melbourne,0.011
6186,Australia Perth,0.01
61892,Australia Perth,0.01
61893,Australia Perth,0.01
61894,Australia Perth,0.01
6127,Australia Sydney,0.0107
6128,Australia Sydney,0.0107
6129,Australia Sydney,0.0107
43,Austria,0.004
436781,Austria Cellular,0.0175
43664,Austria Cellular A1,0.012
43680,Austria Cellular A1,0.012
43688,Austria Cellular A1,0.012
4369981,Austria Cellular A1,0.012
4369982,Austria Cellular A1,0.012
4369988,Austria Cellular A1,0.012
4369989,Austria Cellular A1,0.012
43660,Austria Cellular Hutchinson,0.012
4367833,Austria Cellular Hutchinson,0.012
4367890,Austria Cellular Hutchinson,0.012
4367891,Austria Cellular Hutchinson,0.012
4368183,Austria Cellular Hutchinson,0.012
43681,Austria Cellular Orange,0.012
43699,Austria Cellular Orange,0.012
43650,Austria Cellular Telering,0.012
43676,Austria Cellular Telering,0.012
43677,Austria Cellular Telering,0.012
431,Austria Vienna,0.004
994,Azerbaijan,0.16
1242,Bahamas,0.0449
1242357,Bahamas Cellular,0.0641
1242359,Bahamas Cellular,0.0641
1242375,Bahamas Cellular,0.0641
1242376,Bahamas Cellular,0.0641
1242395,Bahamas Cellular,0.0641
1242421,Bahamas Cellular,0.0641
1242422,Bahamas Cellular,0.0641
1242423,Bahamas Cellular,0.0641
1242424,Bahamas Cellular,0.0641
1242425,Bahamas Cellular,0.0641
1242426,Bahamas Cellular,0.0641
1242427,Bahamas Cellular,0.0641
1242428,Bahamas Cellular,0.0641
1242429,Bahamas Cellular,0.0641
1242431,Bahamas Cellular,0.0641
1242432,Bahamas Cellular,0.0641
1242433,Bahamas Cellular,0.0641
1242434,Bahamas Cellular,0.0641
1242435,Bahamas Cellular,0.0641
1242436,Bahamas Cellular,0.0641
1242437,Bahamas Cellular,0.0641
1242438,Bahamas Cellular,0.0641
1242439,Bahamas Cellular,0.0641
1242441,Bahamas Cellular,0.0641
1242442,Bahamas Cellular,0.0641
1242443,Bahamas Cellular,0.0641
1242445,Bahamas Cellular,0.0641
1242446,Bahamas Cellular,0.0641
1242447,Bahamas Cellular,0.0641
1242448,Bahamas Cellular,0.0641
1242449,Bahamas Cellular,0.0641
1242451,Bahamas Cellular,0.0641
1242452,Bahamas Cellular,0.0641
1242453,Bahamas Cellular,0.0641
1242454,Bahamas Cellular,0.0641
1242455,Bahamas Cellular,0.0641
1242456,Bahamas Cellular,0.0641
1242457,Bahamas Cellular,0.0641
1242458,Bahamas Cellular,0.0641
1242462,Bahamas Cellular,0.0641
1242463,Bahamas Cellular,0.0641
1242464,Bahamas Cellular,0.0641
1242465,Bahamas Cellular,0.0641
1242466,Bahamas Cellular,0.0641
1242467,Bahamas Cellular,0.0641
1242468,Bahamas Cellular,0.0641
1242470,Bahamas Cellular,0.0641
1242471,Bahamas Cellular,0.0641
1242472,Bahamas Cellular,0.0641
1242473,Bahamas Cellular,0.0641
1242474,Bahamas Cellular,0.0641
1242475,Bahamas Cellular,0.0641
1242476,Bahamas Cellular,0.0641
1242477,Bahamas Cellular,0.0641
1242478,Bahamas Cellular,0.0641
1242479,Bahamas Cellular,0.0641
1242481,Bahamas Cellular,0.0641
1242524,Bahamas Cellular,0.0641
1242525,Bahamas Cellular,0.0641
1242533,Bahamas Cellular,0.0641
1242535,Bahamas Cellular,0.0641
1242544,Bahamas Cellular,0.0641
1242551,Bahamas Cellular,0.0641
1242552,Bahamas Cellular,0.0641
1242553,Bahamas Cellular,0.0641
1242554,Bahamas Cellular,0.0641
1242556,Bahamas Cellular,0.0641
1242557,Bahamas Cellular,0.0641
1242558,Bahamas Cellular,0.0641
1242559,Bahamas Cellular,0.0641
1242565,Bahamas Cellular,0.0641
1242577,Bahamas Cellular,0.0641
1242636,Bahamas Cellular,0.0641
1242646,Bahamas Cellular,0.0641
1242727,Bahamas Cellular,0.0641
973,Bahrain,0.0248
9733,Bahrain Cellular,0.0551
9737,Bahrain Cellular,0.0551
97332,Bahrain Cellular Batelco,0.0449
973383,Bahrain Cellular Batelco,0.0449
973384,Bahrain Cellular Batelco,0.0449
973385,Bahrain Cellular Batelco,0.0449
973388,Bahrain Cellular Batelco,0.0449
97339,Bahrain Cellular Batelco,0.0449
97336,Bahrain Cellular Zain,0.0578
973377,Bahrain Cellular Zain,0.0578
973663,Bahrain Cellular Zain,0.0578
973666,Bahrain Cellular Zain,0.0578
973669,Bahrain Cellular Zain,0.0578
9738,Bahrain Premium,0.023
9739,Bahrain Premium,0.023
880,Bangladesh,0.0117
8801,Bangladesh Cellular,0.0112
88031,Bangladesh Chittagong,0.0117
8802,Bangladesh Dhaka,0.0117
880821,Bangladesh Sylhet,0.0117
1246,Barbados,0.1103
124623,Barbados Cellular,0.197
124624,Barbados Cellular,0.197
1246250,Barbados Cellular,0.197
1246251,Barbados Cellular,0.197
1246252,Barbados Cellular,0.197
1246253,Barbados Cellular,0.197
1246254,Barbados Cellular,0.197
1246255,Barbados Cellular,0.197
1246256,Barbados Cellular Digicel,0.1944
1246257,Barbados Cellular Digicel,0.1944
1246258,Barbados Cellular Digicel,0.1944
1246259,Barbados Cellular Digicel,0.1944
124626,Barbados Cellular Digicel,0.1944
124682,Barbados Cellular Digicel,0.1944
124683,Barbados Cellular Digicel,0.1944
124684,Barbados Cellular Digicel,0.1944
124685,Barbados Cellular Digicel,0.1944
375,Belarus,0.25
37525,Belarus Cellular,-1
37529,Belarus Cellular,-1
3753334,Belarus Cellular,-1
3753335,Belarus Cellular,-1
375292,Belarus Cellular MTS,-1
375295,Belarus Cellular MTS,-1
375297,Belarus Cellular MTS,-1
375298,Belarus Cellular MTS,-1
37533,Belarus Cellular MTS,-1
375291,Belarus Cellular Velcom,-1
375293,Belarus Cellular Velcom,-1
375296,Belarus Cellular Velcom,-1
375299,Belarus Cellular Velcom,-1
37544,Belarus Cellular Velcom,-1
32,Belgium,0.0126
3248,Belgium Cellular Base,0.0179
32770002,Belgium Cellular Base,0.0179
3249,Belgium Cellular Mobistar,0.0179
32770005,Belgium Cellular Mobistar,0.0179
32460,Belgium Cellular Proximus,0.0179
3247,Belgium Cellular Proximus,0.0179
32770001,Belgium Cellular Proximus,0.0179
324681,Belgium Cellular Telenet,0.021
324682,Belgium Cellular Telenet,0.021
324683,Belgium Cellular Telenet,0.021
3217,Belgium Premium,0.0535
3218,Belgium Premium,0.0535
3244,Belgium Premium,0.0535
3245,Belgium Premium,0.0535
3270,Belgium Premium,0.0535
3272,Belgium Premium,0.0535
3273,Belgium Premium,0.0535
3275,Belgium Premium,0.0535
3277,Belgium Premium,0.0535
3290,Belgium Premium,0.0535
3295,Belgium Premium,0.0535
3296,Belgium Premium,0.0535
32702,Belgium Universal Access,0.0535
32703,Belgium Universal Access,0.0535
32704,Belgium Universal Access,0.0535
32706,Belgium Universal Access,0.0535
32707,Belgium Universal Access,0.0535
323,Belgium Antwerp,0.0126
322,Belgium Brussels,0.0126
501,Belize,0.1832
5016,Belize Cellular,0.1832
50165,Belize Cellular Speednet,0.1832
50166,Belize Cellular Speednet,0.1832
50167,Belize Cellular Speednet,0.1832
229,Benin,0.1683
2299,Benin Cellular,-1
22992,Benin Cellular BBCom,0.172
22993,Benin Cellular BBCom,0.172
