Code,Location,Rate
35527223,Albania-AMC,0.152149998
35527253,Albania-AMC,0.152149998
35527270,Albania-AMC,0.152149998
35527280,Albania-AMC,0.152149998
35527323,Albania-AMC,0.152149998
35527350,Albania-AMC,0.152149998
35527370,Albania-AMC,0.152149998
35527390,Albania-AMC,0.152149998
35527440,Albania-AMC,0.152149998
35527470,Albania-AMC,0.152149998
35527490,Albania-AMC,0.152149998
35527523,Albania-AMC,0.152149998
35527550,Albania-AMC,0.152149998
35527570,Albania-AMC,0.152149998
35527590,Albania-AMC,0.152149998
35527623,Albania-AMC,0.152149998
35527660,Albania-AMC,0.152149998
35527693,Albania-AMC,0.152149998
35527723,Albania-AMC,0.152149998
35527760,Albania-AMC,0.152149998
35527790,Albania-AMC,0.152149998
35527840,Albania-AMC,0.152149998
35527860,Albania-AMC,0.152149998
35527880,Albania-AMC,0.152149998
35527923,Albania-AMC,0.152149998
35527950,Albania-AMC,0.152149998
35527970,Albania-AMC,0.152149998
35527990,Albania-AMC,0.152149998
35528123,Albania-AMC,0.152149998
35528124,Albania-AMC,0.152149998
35528143,Albania-AMC,0.152149998
35528144,Albania-AMC,0.152149998
35528190,Albania-AMC,0.152149998
35528223,Albania-AMC,0.152149998
35528250,Albania-AMC,0.152149998
35528270,Albania-AMC,0.152149998
35528290,Albania-AMC,0.152149998
35528323,Albania-AMC,0.152149998
35528350,Albania-AMC,0.152149998
35528390,Albania-AMC,0.152149998
35528450,Albania-AMC,0.152149998
35528523,Albania-AMC,0.152149998
35528570,Albania-AMC,0.152149998
35528623,Albania-AMC,0.152149998
35528643,Albania-AMC,0.152149998
35528680,Albania-AMC,0.152149998
35528763,Albania-AMC,0.152149998
35528790,Albania-AMC,0.152149998
35528823,Albania-AMC,0.152149998
35528850,Albania-AMC,0.152149998
35528870,Albania-AMC,0.152149998
35528890,Albania-AMC,0.152149998
35528923,Albania-AMC,0.152149998
35528950,Albania-AMC,0.152149998
35528970,Albania-AMC,0.152149998
35528990,Albania-AMC,0.152149998
35529140,Albania-AMC,0.152149998
35529190,Albania-AMC,0.152149998
35529240,Albania-AMC,0.152149998
35529280,Albania-AMC,0.152149998
35529340,Albania-AMC,0.152149998
35529370,Albania-AMC,0.152149998
35529390,Albania-AMC,0.152149998
35529423,Albania-AMC,0.152149998
35529460,Albania-AMC,0.152149998
35529490,Albania-AMC,0.152149998
35529523,Albania-AMC,0.152149998
35529550,Albania-AMC,0.152149998
35529570,Albania-AMC,0.152149998
35529590,Albania-AMC,0.152149998
35529623,Albania-AMC,0.152149998
35529650,Albania-AMC,0.152149998
35529680,Albania-AMC,0.152149998
35529723,Albania-AMC,0.152149998
35529750,Albania-AMC,0.152149998
35529763,Albania-AMC,0.152149998
35529780,Albania-AMC,0.152149998
35531150,Albania-AMC,0.152149998
35531151,Albania-AMC,0.152149998
35531250,Albania-AMC,0.152149998
35531350,Albania-AMC,0.152149998
35531351,Albania-AMC,0.152149998
3553270,Albania-AMC,0.152149998
3553350,Albania-AMC,0.152149998
3553351,Albania-AMC,0.152149998
3553490,Albania-AMC,0.152149998
3553491,Albania-AMC,0.152149998
3553560,Albania-AMC,0.152149998
35536023,Albania-AMC,0.152149998
35536043,Albania-AMC,0.152149998
35536063,Albania-AMC,0.152149998
35536073,Albania-AMC,0.152149998
35536090,Albania-AMC,0.152149998
35536150,Albania-AMC,0.152149998
35536240,Albania-AMC,0.152149998
35536290,Albania-AMC,0.152149998
35536340,Albania-AMC,0.152149998
35536380,Albania-AMC,0.152149998
35536440,Albania-AMC,0.152149998
35536480,Albania-AMC,0.152149998
35536540,Albania-AMC,0.152149998
35536580,Albania-AMC,0.152149998
35536640,Albania-AMC,0.152149998
35536670,Albania-AMC,0.152149998
35536740,Albania-AMC,0.152149998
35536770,Albania-AMC,0.152149998
35536840,Albania-AMC,0.152149998
35536890,Albania-AMC,0.152149998
35536923,Albania-AMC,0.152149998
35536993,Albania-AMC,0.152149998
35537140,Albania-AMC,0.152149998
35537141,Albania-AMC,0.152149998
35537223,Albania-AMC,0.152149998
35537263,Albania-AMC,0.152149998
35537283,Albania-AMC,0.152149998
35537293,Albania-AMC,0.152149998
35537340,Albania-AMC,0.152149998
35537370,Albania-AMC,0.152149998
35537393,Albania-AMC,0.152149998
35537450,Albania-AMC,0.152149998
35537490,Albania-AMC,0.152149998
35537494,Albania-AMC,0.152149998
35537523,Albania-AMC,0.152149998
35537563,Albania-AMC,0.152149998
35537590,Albania-AMC,0.152149998
35537623,Albania-AMC,0.152149998
35537680,Albania-AMC,0.152149998
35537740,Albania-AMC,0.152149998
35537773,Albania-AMC,0.152149998
35537790,Albania-AMC,0.152149998
35537823,Albania-AMC,0.152149998
35537843,Albania-AMC,0.152149998
35537853,Albania-AMC,0.152149998
35537870,Albania-AMC,0.152149998
35537890,Albania-AMC,0.152149998
35538150,Albania-AMC,0.152149998
35538151,Albania-AMC,0.152149998
35538152,Albania-AMC,0.152149998
35538240,Albania-AMC,0.152149998
35538241,Albania-AMC,0.152149998
35538350,Albania-AMC,0.152149998
35538423,Albania-AMC,0.152149998
35538470,Albania-AMC,0.152149998
35538523,Albania-AMC,0.152149998
35538593,Albania-AMC,0.152149998
35538623,Albania-AMC,0.152149998
35538650,Albania-AMC,0.152149998
35538680,Albania-AMC,0.152149998
35538693,Albania-AMC,0.152149998
35538725,Albania-AMC,0.152149998
35538790,Albania-AMC,0.152149998
35538850,Albania-AMC,0.152149998
35538923,Albania-AMC,0.152149998
35538940,Albania-AMC,0.152149998
35538980,Albania-AMC,0.152149998
35539150,Albania-AMC,0.152149998
35539151,Albania-AMC,0.152149998
35539240,Albania-AMC,0.152149998
35539241,Albania-AMC,0.152149998
35539360,Albania-AMC,0.152149998
35539361,Albania-AMC,0.152149998
35539450,Albania-AMC,0.152149998
35539560,Albania-AMC,0.152149998
35539640,Albania-AMC,0.152149998
35539690,Albania-AMC,0.152149998
35539740,Albania-AMC,0.152149998
35539790,Albania-AMC,0.152149998
35539823,Albania-AMC,0.152149998
35539850,Albania-AMC,0.152149998
35539880,Albania-AMC,0.152149998
3554630,Albania-AMC,0.152149998
3554631,Albania-AMC,0.152149998
3554632,Albania-AMC,0.152149998
3554633,Albania-AMC,0.152149998
35547210,Albania-AMC,0.152149998
35547425,Albania-AMC,0.152149998
35547550,Albania-AMC,0.152149998
35547700,Albania-AMC,0.152149998
35547870,Albania-AMC,0.152149998
35547950,Albania-AMC,0.152149998
35548270,Albania-AMC,0.152149998
35548271,Albania-AMC,0.152149998
35548272,Albania-AMC,0.152149998
35548570,Albania-AMC,0.152149998
35548660,Albania-AMC,0.152149998
35548750,Albania-AMC,0.152149998
35548855,Albania-AMC,0.152149998
35548935,Albania-AMC,0.152149998
35548936,Albania-AMC,0.152149998
35549250,Albania-AMC,0.152149998
35549440,Albania-AMC,0.152149998
35549560,Albania-AMC,0.152149998
35549730,Albania-AMC,0.152149998
35549830,Albania-AMC,0.152149998
35549930,Albania-AMC,0.152149998
3555114,Albania-AMC,0.152149998
35551240,Albania-AMC,0.152149998
35551241,Albania-AMC,0.152149998
35551360,Albania-AMC,0.152149998
35551361,Albania-AMC,0.152149998
35551460,Albania-AMC,0.152149998
35551461,Albania-AMC,0.152149998
3555263,Albania-AMC,0.152149998
3555264,Albania-AMC,0.152149998
3555370,Albania-AMC,0.152149998
3555490,Albania-AMC,0.152149998
3555491,Albania-AMC,0.152149998
3555540,Albania-AMC,0.152149998
35556150,Albania-AMC,0.152149998
35556240,Albania-AMC,0.152149998
35556293,Albania-AMC,0.152149998
35556340,Albania-AMC,0.152149998
35556445,Albania-AMC,0.152149998
35556465,Albania-AMC,0.152149998
35556550,Albania-AMC,0.152149998
35556583,Albania-AMC,0.152149998
35557043,Albania-AMC,0.152149998
35557070,Albania-AMC,0.152149998
35557094,Albania-AMC,0.152149998
35557180,Albania-AMC,0.152149998
35557260,Albania-AMC,0.152149998
35557390,Albania-AMC,0.152149998
35557463,Albania-AMC,0.152149998
35557464,Albania-AMC,0.152149998
35557543,Albania-AMC,0.152149998
35557544,Albania-AMC,0.152149998
35557584,Albania-AMC,0.152149998
35557643,Albania-AMC,0.152149998
35557644,Albania-AMC,0.152149998
35557683,Albania-AMC,0.152149998
35557770,Albania-AMC,0.152149998
35557771,Albania-AMC,0.152149998
35557843,Albania-AMC,0.152149998
35557865,Albania-AMC,0.152149998
35557943,Albania-AMC,0.152149998
35557963,Albania-AMC,0.152149998
35557993,Albania-AMC,0.152149998
35558023,Albania-AMC,0.152149998
35558073,Albania-AMC,0.152149998
35558150,Albania-AMC,0.152149998
35558151,Albania-AMC,0.152149998
35558250,Albania-AMC,0.152149998
35558323,Albania-AMC,0.152149998
35558373,Albania-AMC,0.152149998
35558424,Albania-AMC,0.152149998
35558460,Albania-AMC,0.152149998
35558484,Albania-AMC,0.152149998
35558494,Albania-AMC,0.152149998
35558540,Albania-AMC,0.152149998
35558564,Albania-AMC,0.152149998
35558580,Albania-AMC,0.152149998
35558594,Albania-AMC,0.152149998
35558624,Albania-AMC,0.152149998
35558670,Albania-AMC,0.152149998
35558693,Albania-AMC,0.152149998
35558724,Albania-AMC,0.152149998
35558764,Albania-AMC,0.152149998
35558790,Albania-AMC,0.152149998
35558824,Albania-AMC,0.152149998
35558842,Albania-AMC,0.152149998
35558852,Albania-AMC,0.152149998
35558882,Albania-AMC,0.152149998
35558924,Albania-AMC,0.152149998
35558953,Albania-AMC,0.152149998
35558983,Albania-AMC,0.152149998
35559150,Albania-AMC,0.152149998
35559240,Albania-AMC,0.152149998
35559324,Albania-AMC,0.152149998
35559360,Albania-AMC,0.152149998
35559394,Albania-AMC,0.152149998
35559424,Albania-AMC,0.152149998
35559462,Albania-AMC,0.152149998
35559492,Albania-AMC,0.152149998
35559540,Albania-AMC,0.152149998
35559572,Albania-AMC,0.152149998
35559622,Albania-AMC,0.152149998
35559664,Albania-AMC,0.152149998
35559674,Albania-AMC,0.152149998
35559684,Albania-AMC,0.152149998
35559694,Albania-AMC,0.152149998
35559722,Albania-AMC,0.152149998
35559754,Albania-AMC,0.152149998
35559770,Albania-AMC,0.152149998
35559794,Albania-AMC,0.152149998
35572780,Albania-AMC,0.152149998
35581140,Albania-AMC,0.152149998
35581141,Albania-AMC,0.152149998
35581240,Albania-AMC,0.152149998
35581241,Albania-AMC,0.152149998
35581340,Albania-AMC,0.152149998
35581341,Albania-AMC,0.152149998
35581450,Albania-AMC,0.152149998
35581451,Albania-AMC,0.152149998
35581540,Albania-AMC,0.152149998
3558290,Albania-AMC,0.152149998
3558291,Albania-AMC,0.152149998
3558340,Albania-AMC,0.152149998
3558460,Albania-AMC,0.152149998
3558550,Albania-AMC,0.152149998
35586022,Albania-AMC,0.152149998
35586070,Albania-AMC,0.152149998
35586082,Albania-AMC,0.152149998
35586150,Albania-AMC,0.152149998
35586260,Albania-AMC,0.152149998
35586344,Albania-AMC,0.152149998
35586372,Albania-AMC,0.152149998
35586424,Albania-AMC,0.152149998
35586462,Albania-AMC,0.152149998
35586472,Albania-AMC,0.152149998
35586494,Albania-AMC,0.152149998
35586524,Albania-AMC,0.152149998
35586572,Albania-AMC,0.152149998
35586582,Albania-AMC,0.152149998
35586622,Albania-AMC,0.152149998
35586672,Albania-AMC,0.152149998
35586750,Albania-AMC,0.152149998
35586796,Albania-AMC,0.152149998
35586850,Albania-AMC,0.152149998
35586892,Albania-AMC,0.152149998
35586922,Albania-AMC,0.152149998
35586972,Albania-AMC,0.152149998
35587150,Albania-AMC,0.152149998
35587151,Albania-AMC,0.152149998
35587174,Albania-AMC,0.152149998
35587184,Albania-AMC,0.152149998
35587194,Albania-AMC,0.152149998
35587224,Albania-AMC,0.152149998
35587270,Albania-AMC,0.152149998
35587294,Albania-AMC,0.152149998
35587322,Albania-AMC,0.152149998
35587392,Albania-AMC,0.152149998
35587442,Albania-AMC,0.152149998
35587482,Albania-AMC,0.152149998
35587540,Albania-AMC,0.152149998
35587622,Albania-AMC,0.152149998
35587652,Albania-AMC,0.152149998
35587672,Albania-AMC,0.152149998
35587692,Albania-AMC,0.152149998
35587722,Albania-AMC,0.152149998
35587760,Albania-AMC,0.152149998
35587790,Albania-AMC,0.152149998
35588140,Albania-AMC,0.152149998
35588194,Albania-AMC,0.152149998
35588222,Albania-AMC,0.152149998
35588262,Albania-AMC,0.152149998
35588274,Albania-AMC,0.152149998
35588294,Albania-AMC,0.152149998
35588324,Albania-AMC,0.152149998
35588364,Albania-AMC,0.152149998
35588372,Albania-AMC,0.152149998
35588392,Albania-AMC,0.152149998
35588420,Albania-AMC,0.152149998
35588440,Albania-AMC,0.152149998
35588480,Albania-AMC,0.152149998
35588540,Albania-AMC,0.152149998
35588590,Albania-AMC,0.152149998
35588640,Albania-AMC,0.152149998
35588682,Albania-AMC,0.152149998
35588692,Albania-AMC,0.152149998
35588722,Albania-AMC,0.152149998
35588750,Albania-AMC,0.152149998
35588770,Albania-AMC,0.152149998
35588790,Albania-AMC,0.152149998
35589140,Albania-AMC,0.152149998
35589164,Albania-AMC,0.152149998
35589192,Albania-AMC,0.152149998
35589224,Albania-AMC,0.152149998
35589280,Albania-AMC,0.152149998
35589324,Albania-AMC,0.152149998
35589422,Albania-AMC,0.152149998
35589480,Albania-AMC,0.152149998
35589524,Albania-AMC,0.152149998
35589562,Albania-AMC,0.152149998
35589590,Albania-AMC,0.152149998
355422,Albania-Tirana,0.146899998
355423,Albania-Tirana,0.146899998
355424,Albania-Tirana,0.146899998
213,Algeria,0.04635
2136,Algeria Cellular,-1
2135,Algeria Cellular-Ooredoo,0.382999998
21321,Algeria-Algiers,0.04545
1684,American Samoa,0.028999998
684,American Samoa (old),10.5
16842,American Samoa Cellular,0.028999998
168473,American Samoa Cellular,0.028999998
376,Andorra,0.018
3763,Andorra Cellular,0.15
3764,Andorra Cellular,0.15
3765,Andorra Cellular,0.15
3766,Andorra Cellular,0.15
244,Angola,0.034999998
24491,Angola Cellular-Movicel,0.203500002
24499,Angola Cellular-Movicel,0.203500002
24492,Angola Cellular-Unitel,0.205030002
24493,Angola Cellular-Unitel,0.205030002
24494,Angola Cellular-Unitel,0.205030002
1264,Anguilla,0.173599998
1264235,Anguilla Cellular,0.20265
1264469,Anguilla Cellular,0.20265
1264476,Anguilla Cellular,0.20265
1264536,Anguilla Cellular,0.20265
1264537,Anguilla Cellular,0.20265
1264538,Anguilla Cellular,0.20265
1264539,Anguilla Cellular,0.20265
1264543,Anguilla Cellular,0.20265
126458,Anguilla Cellular,0.20265
1264729,Anguilla Cellular,0.20265
1264772,Anguilla Cellular,0.20265
1264581,Anguilla Cellular-Digicel,0.20265
1264582,Anguilla Cellular-Digicel,0.20265
1264583,Anguilla Cellular-Digicel,0.20265
1264584,Anguilla Cellular-Digicel,0.20265
1268,Antigua,0.173599998
1268464,Antigua Cellular,-1
1268716,Antigua Cellular,-1
1268717,Antigua Cellular,-1
1268718,Antigua Cellular,-1
1268719,Antigua Cellular,-1
126872,Antigua Cellular,-1
1268732,Antigua Cellular,-1
1268734,Antigua Cellular,-1
1268736,Antigua Cellular,-1
1268764,Antigua Cellular,-1
126877,Antigua Cellular,-1
126878,Antigua Cellular,-1
1268720,Antigua Cellular-Digicel,0.20265
1268721,Antigua Cellular-Digicel,0.20265
1268722,Antigua Cellular-Digicel,0.20265
1268724,Antigua Cellular-Digicel,0.20265
1268725,Antigua Cellular-Digicel,0.20265
1268726,Antigua Cellular-Digicel,0.20265
1268783,Antigua Cellular-Digicel,0.20265
1268785,Antigua Cellular-Digicel,0.20265
1268788,Antigua Cellular-Digicel,0.20265
54,Argentina,0.0195
549,Argentina Cellular,0.139999998
54911,Argentina Cellular-Buenos Aires,0.139999998
54291,Argentina-Bahia Blanca,0.00837
5411,Argentina-Buenos Aires,0.006400002
543489,Argentina-Campana,0.008779998
542293,Argentina-Cities,0.00945
542302,Argentina-Cities,0.00945
542362,Argentina-Cities,0.00945
54237,Argentina-Cities,0.00945
54332,Argentina-Cities,0.00945
54343,Argentina-Cities,0.00945
543461,Argentina-Cities,0.00945
543462,Argentina-Cities,0.00945
543464,Argentina-Cities,0.00945
543476,Argentina-Cities,0.00945
543541,Argentina-Cities,0.00945
543543,Argentina-Cities,0.00945
543571,Argentina-Cities,0.00945
54372,Argentina-Cities,0.00945
543783,Argentina-Cities,0.00945
54379,Argentina-Cities,0.00945
54387400,Argentina-Cities,0.00945
54387401,Argentina-Cities,0.00945
5438742,Argentina-Cities,0.00945
54387431,Argentina-Cities,0.00945
54387432,Argentina-Cities,0.00945
54387434,Argentina-Cities,0.00945
54387435,Argentina-Cities,0.00945
54387436,Argentina-Cities,0.00945
54387437,Argentina-Cities,0.00945
543874384,Argentina-Cities,0.00945
543874385,Argentina-Cities,0.00945
543874386,Argentina-Cities,0.00945
543874387,Argentina-Cities,0.00945
543874388,Argentina-Cities,0.00945
54387439,Argentina-Cities,0.00945
54387495,Argentina-Cities,0.00945
54387497,Argentina-Cities,0.00945
54351,Argentina-Cordoba,0.008779998
54358,Argentina-Cordoba,0.008779998
54230,Argentina-La Pampa,0.00945
54221,Argentina-La Plata,0.00945
542323,Argentina-Lujan,0.027
54223,Argentina-Mar Del Plata,0.008779998
54261,Argentina-Mendoza,0.008779998
54299,Argentina-Neuquen,0.0108
54232,Argentina-Pilar,0.0135
54362,Argentina-Resistencia,0.02025
543722,Argentina-Resistencia,0.02025
54341,Argentina-Rosario,0.008779998
54387,Argentina-Salta,0.027
542652,Argentina-San Luis,0.027
542664,Argentina-San Luis,0.027
54342,Argentina-Santa Fe,0.00945
54381,Argentina-Tucuman,0.0144
54348,Argentina-Zarate,0.0108
374,Armenia,0.147799998
3745,Armenia Cellular,-1
3747,Armenia Cellular,-1
3749,Armenia Cellular,-1
37443,Armenia Cellular-Beeline,0.20022
37491,Armenia Cellular-Beeline,0.20022
37496,Armenia Cellular-Beeline,0.20022
37499,Armenia Cellular-Beeline,0.20022
37449,Armenia Cellular-MTS,0.201079998
37477,Armenia Cellular-MTS,0.201079998
37493,Armenia Cellular-MTS,0.201079998
37494,Armenia Cellular-MTS,0.201079998
37498,Armenia Cellular-MTS,0.201079998
37497,Armenia Cellular-Nagorny Karabakh,0.12495
37441,Armenia Cellular-Orange,0.189
37455,Armenia Cellular-Orange,0.189
37495,Armenia Cellular-Orange,0.189
37411,Armenia-Ucom,0.148000002
37410,Armenia-Yerevan,0.147
297,Aruba,0.08085
29756,Aruba Cellular,0.182115
29759,Aruba Cellular,0.182115
297600,Aruba Cellular,0.182115
297622,Aruba Cellular,0.182115
29766,Aruba Cellular,0.182115
29769,Aruba Cellular,0.182115
2979,Aruba Cellular,0.182115
297630,Aruba Cellular-Digicel,0.175725
297640,Aruba Cellular-Digicel,0.175725
297641,Aruba Cellular-Digicel,0.175725
29773,Aruba Cellular-Digicel,0.175725
29774,Aruba Cellular-Digicel,0.175725
2474,Ascension Island Cellular,1.099999998
61,Australia,0.012
614,Australia Cellular,0.061999998
61401,Australia Cellular-Optus,0.061999998
61402,Australia Cellular-Optus,0.061999998
61403,Australia Cellular-Optus,0.061999998
61411,Australia Cellular-Optus,0.061999998
61412,Australia Cellular-Optus,0.061999998
61413,Australia Cellular-Optus,0.061999998
61421,Australia Cellular-Optus,0.061999998
61422,Australia Cellular-Optus,0.061999998
61423,Australia Cellular-Optus,0.061999998
61431,Australia Cellular-Optus,0.061999998
61432,Australia Cellular-Optus,0.061999998
61434,Australia Cellular-Optus,0.061999998
61435,Australia Cellular-Optus,0.061999998
61466,Australia Cellular-Optus,0.061999998
614683,Australia Cellular-Optus,0.061999998
614684,Australia Cellular-Optus,0.061999998
614685,Australia Cellular-Optus,0.061999998
614686,Australia Cellular-Optus,0.061999998
614687,Australia Cellular-Optus,0.061999998
614688,Australia Cellular-Optus,0.061999998
614689,Australia Cellular-Optus,0.061999998
61478,Australia Cellular-Optus,0.061999998
614790,Australia Cellular-Optus,0.061999998
614791,Australia Cellular-Optus,0.061999998
61481,Australia Cellular-Optus,0.061999998
61482,Australia Cellular-Optus,0.061999998
611,Australia Cellular-Satellite,0.020599998
6187,Australia-Adelaide,0.012499998
61881,Australia-Adelaide,0.012499998
61882,Australia-Adelaide,0.012499998
61883,Australia-Adelaide,0.012499998
61884,Australia-Adelaide,0.012499998
6173,Australia-Brisbane,0.012499998
61261,Australia-Canberra,0.012499998
61262,Australia-Canberra,0.012499998
6138,Australia-Melbourne,0.012499998
6139,Australia-Melbourne,0.012499998
6186,Australia-Perth,0.012499998
61892,Australia-Perth,0.012499998
61893,Australia-Perth,0.012499998
61894,Australia-Perth,0.012499998
6127,Australia-Sydney,0.012499998
6128,Australia-Sydney,0.012499998
6129,Australia-Sydney,0.012499998
43,Austria,0.004000002
436781,Austria Cellular,0.017500002
43664,Austria Cellular-A1,0.013000002
43680,Austria Cellular-A1,0.013000002
43688,Austria Cellular-A1,0.013000002
4369981,Austria Cellular-A1,0.013000002
4369982,Austria Cellular-A1,0.013000002
4369988,Austria Cellular-A1,0.013000002
4369989,Austria Cellular-A1,0.013000002
43660,Austria Cellular-Hutchinson,0.013000002
4367833,Austria Cellular-Hutchinson,0.013000002
4367890,Austria Cellular-Hutchinson,0.013000002
4367891,Austria Cellular-Hutchinson,0.013000002
4368183,Austria Cellular-Hutchinson,0.013000002
43681,Austria Cellular-Orange,0.013000002
43699,Austria Cellular-Orange,0.013000002
43650,Austria Cellular-Telering,0.013000002
43676,Austria Cellular-Telering,0.013000002
43677,Austria Cellular-Telering,0.013000002
431,Austria-Vienna,0.004000002
994,Azerbaijan,0.169000002
1242,Bahamas,0.055120002
1242357,Bahamas Cellular,0.1071
1242359,Bahamas Cellular,0.1071
1242375,Bahamas Cellular,0.1071
1242376,Bahamas Cellular,0.1071
1242395,Bahamas Cellular,0.1071
1242421,Bahamas Cellular,0.1071
1242422,Bahamas Cellular,0.1071
1242423,Bahamas Cellular,0.1071
1242424,Bahamas Cellular,0.1071
1242425,Bahamas Cellular,0.1071
1242426,Bahamas Cellular,0.1071
1242427,Bahamas Cellular,0.1071
1242428,Bahamas Cellular,0.1071
1242429,Bahamas Cellular,0.1071
1242431,Bahamas Cellular,0.1071
1242432,Bahamas Cellular,0.1071
1242433,Bahamas Cellular,0.1071
1242434,Bahamas Cellular,0.1071
1242435,Bahamas Cellular,0.1071
1242436,Bahamas Cellular,0.1071
1242437,Bahamas Cellular,0.1071
1242438,Bahamas Cellular,0.1071
1242439,Bahamas Cellular,0.1071
1242441,Bahamas Cellular,0.1071
1242442,Bahamas Cellular,0.1071
1242443,Bahamas Cellular,0.1071
1242445,Bahamas Cellular,0.1071
1242446,Bahamas Cellular,0.1071
1242447,Bahamas Cellular,0.1071
1242448,Bahamas Cellular,0.1071
1242449,Bahamas Cellular,0.1071
1242451,Bahamas Cellular,0.1071
1242452,Bahamas Cellular,0.1071
1242453,Bahamas Cellular,0.1071
1242454,Bahamas Cellular,0.1071
1242455,Bahamas Cellular,0.1071
1242456,Bahamas Cellular,0.1071
1242457,Bahamas Cellular,0.1071
1242458,Bahamas Cellular,0.1071
1242462,Bahamas Cellular,0.1071
1242463,Bahamas Cellular,0.1071
1242464,Bahamas Cellular,0.1071
1242465,Bahamas Cellular,0.1071
1242466,Bahamas Cellular,0.1071
1242467,Bahamas Cellular,0.1071
1242468,Bahamas Cellular,0.1071
1242470,Bahamas Cellular,0.1071
1242471,Bahamas Cellular,0.1071
1242472,Bahamas Cellular,0.1071
1242473,Bahamas Cellular,0.1071
1242474,Bahamas Cellular,0.1071
1242475,Bahamas Cellular,0.1071
1242476,Bahamas Cellular,0.1071
1242477,Bahamas Cellular,0.1071
1242478,Bahamas Cellular,0.1071
1242479,Bahamas Cellular,0.1071
1242481,Bahamas Cellular,0.1071
1242524,Bahamas Cellular,0.1071
1242525,Bahamas Cellular,0.1071
1242533,Bahamas Cellular,0.1071
1242535,Bahamas Cellular,0.1071
1242544,Bahamas Cellular,0.1071
1242551,Bahamas Cellular,0.1071
1242552,Bahamas Cellular,0.1071
1242553,Bahamas Cellular,0.1071
1242554,Bahamas Cellular,0.1071
1242556,Bahamas Cellular,0.1071
1242557,Bahamas Cellular,0.1071
1242558,Bahamas Cellular,0.1071
1242559,Bahamas Cellular,0.1071
1242565,Bahamas Cellular,0.1071
1242577,Bahamas Cellular,0.1071
1242636,Bahamas Cellular,0.1071
1242646,Bahamas Cellular,0.1071
1242727,Bahamas Cellular,0.1071
973,Bahrain,0.055120002
9733,Bahrain Cellular,0.058300002
9737,Bahrain Cellular,0.058300002
97332,Bahrain Cellular-Batelco,0.053500002
973383,Bahrain Cellular-Batelco,0.053500002
973384,Bahrain Cellular-Batelco,0.053500002
973385,Bahrain Cellular-Batelco,0.053500002
973388,Bahrain Cellular-Batelco,0.053500002
97339,Bahrain Cellular-Batelco,0.053500002
97336,Bahrain Cellular-Zain,0.053500002
973377,Bahrain Cellular-Zain,0.053500002
973663,Bahrain Cellular-Zain,0.053500002
973666,Bahrain Cellular-Zain,0.053500002
973669,Bahrain Cellular-Zain,0.053500002
9738,Bahrain-Premium,0.02596
9739,Bahrain-Premium,0.02596
880,Bangladesh,0.016159998
8801,Bangladesh Cellular,0.015
88031,Bangladesh-Chittagong,0.016159998
8802,Bangladesh-Dhaka,0.016159998
880821,Bangladesh-Sylhet,0.016000002
